status_type,num_reactions,num_comments,num_shares,num_likes,x1,x2,x3,x4
video,296,80,5,242,148,10,0.625,30.25
video,268,46,0,231,134,5.75,0,28.875
photo,156,4,0,152,78,0.5,0,19
photo,148,26,0,144,74,3.25,0,18
photo,195,14,0,190,97.5,1.75,0,23.75
photo,229,7,0,220,114.5,0.875,0,27.5
video,111,4,0,105,55.5,0.5,0,13.125
video,169,34,1,148,84.5,4.25,0.125,18.5
photo,127,6,0,124,63.5,0.75,0,15.5
video,139,27,0,125,69.5,3.375,0,15.625
status,60,8,4,58,30,1,0.5,7.25
video,109,5,1,104,54.5,0.625,0.125,13
photo,148,4,0,144,74,0.5,0,18
link,46,3,1,44,23,0.375,0.125,5.5
video,93,14,4,89,46.5,1.75,0.5,11.125
photo,164,17,1,156,82,2.125,0.125,19.5
link,33,4,4,31,16.5,0.5,0.5,3.875
photo,153,19,1,147,76.5,2.375,0.125,18.375
photo,173,1,58,172,86.5,0.125,7.25,21.5
photo,168,1,1,160,84,0.125,0.125,20
video,51,10,1,51,25.5,1.25,0.125,6.375
photo,198,4,6,193,99,0.5,0.75,24.125
video,44,3,7,44,22,0.375,0.875,5.5
video,43,4,12,41,21.5,0.5,1.5,5.125
photo,105,3,3,101,52.5,0.375,0.375,12.625
photo,272,5,4,265,136,0.625,0.5,33.125
photo,148,9,6,143,74,1.125,0.75,17.875
photo,91,13,14,86,45.5,1.625,1.75,10.75
video,188,26,3,166,94,3.25,0.375,20.75
photo,60,3,0,56,30,0.375,0,7
photo,110,2,0,107,55,0.25,0,13.375
status,101,6,0,99,50.5,0.75,0,12.375
photo,122,18,20,120,61,2.25,2.5,15
photo,105,4,1,102,52.5,0.5,0.125,12.75
photo,56,1,0,54,28,0.125,0,6.75
photo,219,5,0,213,109.5,0.625,0,26.625
video,87,1,1,83,43.5,0.125,0.125,10.375
photo,109,3,0,105,54.5,0.375,0,13.125
photo,50,1,1,49,25,0.125,0.125,6.125
video,173,16,0,156,86.5,2,0,19.5
photo,101,1,0,100,50.5,0.125,0,12.5
video,105,8,2,97,52.5,1,0.25,12.125
video,89,4,1,84,44.5,0.5,0.125,10.5
photo,101,1,2,98,50.5,0.125,0.25,12.25
photo,90,4,1,88,45,0.5,0.125,11
video,113,27,0,102,56.5,3.375,0,12.75
photo,126,6,2,120,63,0.75,0.25,15
photo,441,31,2,423,220.5,3.875,0.25,52.875
video,302,186,3,244,151,23.25,0.375,30.5
video,185,40,2,171,92.5,5,0.25,21.375
video,155,33,0,138,77.5,4.125,0,17.25
photo,177,7,1,173,88.5,0.875,0.125,21.625
video,309,102,1,260,154.5,12.75,0.125,32.5
photo,326,2,1,319,163,0.25,0.125,39.875
photo,265,6,0,259,132.5,0.75,0,32.375
photo,199,8,1,193,99.5,1,0.125,24.125
video,226,93,3,203,113,11.625,0.375,25.375
photo,129,5,0,127,64.5,0.625,0,15.875
link,63,11,1,61,31.5,1.375,0.125,7.625
photo,185,1,0,180,92.5,0.125,0,22.5
video,54,0,0,53,27,0,0,6.625
photo,167,4,0,164,83.5,0.5,0,20.5
photo,53,3,0,51,26.5,0.375,0,6.375
photo,352,4,0,348,176,0.5,0,43.5
photo,185,3,1,178,92.5,0.375,0.125,22.25
video,198,30,3,152,99,3.75,0.375,19
status,59,1,0,56,29.5,0.125,0,7
status,49,1,0,48,24.5,0.125,0,6
photo,126,4,1,122,63,0.5,0.125,15.25
photo,120,1,1,117,60,0.125,0.125,14.625
video,180,120,0,145,90,15,0,18.125
video,85,0,0,79,42.5,0,0,9.875
photo,230,6,0,222,115,0.75,0,27.75
video,248,52,1,206,124,6.5,0.125,25.75
photo,297,8,0,292,148.5,1,0,36.5
photo,158,6,0,153,79,0.75,0,19.125
photo,124,3,0,121,62,0.375,0,15.125
photo,213,1,0,208,106.5,0.125,0,26
photo,114,0,20,113,57,0,2.5,14.125
photo,182,10,0,179,91,1.25,0,22.375
photo,178,14,1,173,89,1.75,0.125,21.625
photo,166,0,0,162,83,0,0,20.25
photo,143,5,0,139,71.5,0.625,0,17.375
photo,170,3,17,169,85,0.375,2.125,21.125
photo,196,5,0,192,98,0.625,0,24
photo,103,0,0,101,51.5,0,0,12.625
video,114,11,0,102,57,1.375,0,12.75
photo,136,6,0,131,68,0.75,0,16.375
status,53,3,1,52,26.5,0.375,0.125,6.5
status,63,0,3,62,31.5,0,0.375,7.75
video,150,14,0,141,75,1.75,0,17.625
status,154,8,0,153,77,1,0,19.125
photo,114,21,0,111,57,2.625,0,13.875
photo,139,4,0,135,69.5,0.5,0,16.875
photo,96,1,0,94,48,0.125,0,11.75
photo,177,15,0,174,88.5,1.875,0,21.75
photo,320,6,60,318,160,0.75,7.5,39.75
photo,336,154,111,328,168,19.25,13.875,41
photo,54,2,4,54,27,0.25,0.5,6.75
status,74,1,0,74,37,0.125,0,9.25
photo,79,2,0,78,39.5,0.25,0,9.75
status,50,10,0,50,25,1.25,0,6.25
photo,183,13,0,180,91.5,1.625,0,22.5
photo,73,12,0,72,36.5,1.5,0,9
photo,103,15,0,101,51.5,1.875,0,12.625
photo,90,2,0,90,45,0.25,0,11.25
photo,124,13,2,122,62,1.625,0.25,15.25
status,90,14,0,90,45,1.75,0,11.25
photo,303,11,0,297,151.5,1.375,0,37.125
photo,309,10,0,300,154.5,1.25,0,37.5
video,220,52,1,193,110,6.5,0.125,24.125
photo,126,0,1,125,63,0,0.125,15.625
photo,928,53,0,906,464,6.625,0,113.25
video,391,136,0,343,195.5,17,0,42.875
status,150,2,1,146,75,0.25,0.125,18.25
photo,223,1,1,219,111.5,0.125,0.125,27.375
photo,174,2,0,166,87,0.25,0,20.75
photo,0,0,1,0,0,0,0.125,0
photo,102,1,1,101,51,0.125,0.125,12.625
photo,344,20,0,341,172,2.5,0,42.625
video,135,26,0,123,67.5,3.25,0,15.375
photo,334,13,1,332,167,1.625,0.125,41.5
photo,49,3,0,49,24.5,0.375,0,6.125
photo,404,17,0,402,202,2.125,0,50.25
photo,185,5,0,181,92.5,0.625,0,22.625
video,354,184,1,306,177,23,0.125,38.25
status,78,16,0,78,39,2,0,9.75
photo,139,18,0,139,69.5,2.25,0,17.375
photo,367,11,3,346,183.5,1.375,0.375,43.25
photo,177,1,0,177,88.5,0.125,0,22.125
photo,378,5,0,377,189,0.625,0,47.125
status,57,19,0,57,28.5,2.375,0,7.125
photo,921,35,0,891,460.5,4.375,0,111.375
photo,0,0,1,0,0,0,0.125,0
photo,348,9,0,346,174,1.125,0,43.25
photo,370,10,0,365,185,1.25,0,45.625
photo,72,3,27,72,36,0.375,3.375,9
link,27,9,0,27,13.5,1.125,0,3.375
status,59,16,1,59,29.5,2,0.125,7.375
status,113,1,32,113,56.5,0.125,4,14.125
photo,116,24,0,116,58,3,0,14.5
photo,21,10,0,21,10.5,1.25,0,2.625
photo,19,8,0,19,9.5,1,0,2.375
video,230,62,8,207,115,7.75,1,25.875
photo,1542,18,1260,1520,771,2.25,157.5,190
photo,48,14,0,48,24,1.75,0,6
photo,69,15,2,68,34.5,1.875,0.25,8.5
photo,96,18,1,96,48,2.25,0.125,12
photo,235,1,0,232,117.5,0.125,0,29
photo,130,4,0,128,65,0.5,0,16
photo,111,19,2,110,55.5,2.375,0.25,13.75
photo,89,20,1,87,44.5,2.5,0.125,10.875
photo,20,11,0,20,10,1.375,0,2.5
photo,74,15,0,74,37,1.875,0,9.25
photo,63,18,2,61,31.5,2.25,0.25,7.625
status,83,24,3,83,41.5,3,0.375,10.375
photo,62,11,0,61,31,1.375,0,7.625
photo,141,24,2,140,70.5,3,0.25,17.5
photo,140,1,0,138,70,0.125,0,17.25
photo,124,21,1,119,62,2.625,0.125,14.875
photo,107,16,1,106,53.5,2,0.125,13.25
photo,139,16,0,139,69.5,2,0,17.375
photo,264,27,3,264,132,3.375,0.375,33
link,48,4,4,48,24,0.5,0.5,6
video,360,131,5,292,180,16.375,0.625,36.5
photo,64,11,0,64,32,1.375,0,8
photo,173,11,0,170,86.5,1.375,0,21.25
photo,165,15,1,165,82.5,1.875,0.125,20.625
photo,79,18,0,78,39.5,2.25,0,9.75
photo,130,19,2,128,65,2.375,0.25,16
photo,534,0,0,526,267,0,0,65.75
video,237,33,0,230,118.5,4.125,0,28.75
photo,432,5,0,429,216,0.625,0,53.625
video,92,2,0,92,46,0.25,0,11.5
video,128,3,0,124,64,0.375,0,15.5
photo,316,3,0,309,158,0.375,0,38.625
photo,68,16,3,68,34,2,0.375,8.5
photo,193,3,0,189,96.5,0.375,0,23.625
video,75,3,0,74,37.5,0.375,0,9.25
photo,131,0,0,131,65.5,0,0,16.375
video,74,10,0,74,37,1.25,0,9.25
photo,67,11,0,67,33.5,1.375,0,8.375
status,35,2,0,35,17.5,0.25,0,4.375
photo,217,1,0,215,108.5,0.125,0,26.875
photo,398,3,0,395,199,0.375,0,49.375
photo,99,14,1,99,49.5,1.75,0.125,12.375
photo,138,1,0,136,69,0.125,0,17
photo,134,0,1,133,67,0,0.125,16.625
photo,267,9,0,263,133.5,1.125,0,32.875
video,87,17,0,81,43.5,2.125,0,10.125
photo,409,6,0,404,204.5,0.75,0,50.5
photo,263,5,0,260,131.5,0.625,0,32.5
photo,210,2,0,209,105,0.25,0,26.125
photo,104,14,0,103,52,1.75,0,12.875
video,158,48,0,152,79,6,0,19
photo,286,2,0,285,143,0.25,0,35.625
photo,179,1,0,177,89.5,0.125,0,22.125
photo,190,1,0,187,95,0.125,0,23.375
photo,163,1,0,161,81.5,0.125,0,20.125
photo,424,7,0,421,212,0.875,0,52.625
photo,181,3,0,180,90.5,0.375,0,22.5
photo,139,2,0,138,69.5,0.25,0,17.25
photo,775,18,0,762,387.5,2.25,0,95.25
photo,368,2,0,364,184,0.25,0,45.5
video,105,12,0,103,52.5,1.5,0,12.875
photo,218,2,0,217,109,0.25,0,27.125
video,89,9,0,88,44.5,1.125,0,11
photo,326,10,0,325,163,1.25,0,40.625
video,106,3,0,104,53,0.375,0,13
video,125,5,0,122,62.5,0.625,0,15.25
video,123,16,0,118,61.5,2,0,14.75
photo,70,21,1,70,35,2.625,0.125,8.75
photo,58,0,0,58,29,0,0,7.25
photo,61,16,0,60,30.5,2,0,7.5
photo,66,14,1,65,33,1.75,0.125,8.125
photo,81,14,1,80,40.5,1.75,0.125,10
video,39,5,1,39,19.5,0.625,0.125,4.875
photo,167,0,0,165,83.5,0,0,20.625
video,78,13,0,78,39,1.625,0,9.75
photo,140,13,0,137,70,1.625,0,17.125
photo,243,4,0,243,121.5,0.5,0,30.375
photo,199,3,0,197,99.5,0.375,0,24.625
photo,354,15,0,349,177,1.875,0,43.625
video,171,78,3,167,85.5,9.75,0.375,20.875
status,55,4,0,54,27.5,0.5,0,6.75
video,136,44,1,131,68,5.5,0.125,16.375
photo,51,8,0,51,25.5,1,0,6.375
video,103,25,0,103,51.5,3.125,0,12.875
photo,619,15,0,615,309.5,1.875,0,76.875
photo,231,30,5,227,115.5,3.75,0.625,28.375
photo,86,14,1,85,43,1.75,0.125,10.625
photo,63,9,0,63,31.5,1.125,0,7.875
video,165,89,1,162,82.5,11.125,0.125,20.25
photo,200,18,1,197,100,2.25,0.125,24.625
photo,180,15,1,178,90,1.875,0.125,22.25
video,214,152,0,210,107,19,0,26.25
video,157,124,1,157,78.5,15.5,0.125,19.625
link,44,1,0,44,22,0.125,0,5.5
photo,208,6,0,208,104,0.75,0,26
photo,145,2,0,145,72.5,0.25,0,18.125
video,177,134,0,176,88.5,16.75,0,22
photo,250,11,0,246,125,1.375,0,30.75
video,97,29,0,97,48.5,3.625,0,12.125
video,112,45,0,109,56,5.625,0,13.625
video,170,108,0,168,85,13.5,0,21
status,148,7,0,147,74,0.875,0,18.375
photo,360,10,0,356,180,1.25,0,44.5
photo,280,9,0,279,140,1.125,0,34.875
video,111,45,0,110,55.5,5.625,0,13.75
video,188,242,6,187,94,30.25,0.75,23.375
video,121,43,0,121,60.5,5.375,0,15.125
link,43,4,1,43,21.5,0.5,0.125,5.375
photo,111,15,0,108,55.5,1.875,0,13.5
video,111,4,0,110,55.5,0.5,0,13.75
video,119,31,2,119,59.5,3.875,0.25,14.875
photo,358,10,3,354,179,1.25,0.375,44.25
video,187,25,0,186,93.5,3.125,0,23.25
video,180,84,4,171,90,10.5,0.5,21.375
video,227,173,1,223,113.5,21.625,0.125,27.875
video,146,19,0,146,73,2.375,0,18.25
video,105,10,0,105,52.5,1.25,0,13.125
video,131,39,1,130,65.5,4.875,0.125,16.25
photo,325,13,1,322,162.5,1.625,0.125,40.25
video,113,2,1,113,56.5,0.25,0.125,14.125
video,102,13,1,102,51,1.625,0.125,12.75
photo,441,10,0,431,220.5,1.25,0,53.875
photo,260,6,0,260,130,0.75,0,32.5
photo,31,14,0,31,15.5,1.75,0,3.875
video,70,10,2,68,35,1.25,0.25,8.5
photo,147,1,0,147,73.5,0.125,0,18.375
video,177,145,3,176,88.5,18.125,0.375,22
video,112,18,0,112,56,2.25,0,14
video,117,18,1,116,58.5,2.25,0.125,14.5
status,118,6,0,118,59,0.75,0,14.75
status,118,3,0,118,59,0.375,0,14.75
status,162,10,0,161,81,1.25,0,20.125
photo,318,2,0,312,159,0.25,0,39
photo,59,14,0,58,29.5,1.75,0,7.25
photo,54,0,0,52,27,0,0,6.5
video,238,41,3,234,119,5.125,0.375,29.25
video,350,389,6,342,175,48.625,0.75,42.75
status,111,11,0,111,55.5,1.375,0,13.875
status,207,4,0,203,103.5,0.5,0,25.375
status,140,23,0,138,70,2.875,0,17.25
status,103,8,0,103,51.5,1,0,12.875
video,323,407,8,307,161.5,50.875,1,38.375
video,487,93,13,472,243.5,11.625,1.625,59
status,180,16,0,180,90,2,0,22.5
photo,156,0,0,155,78,0,0,19.375
photo,118,13,0,117,59,1.625,0,14.625
status,227,18,0,223,113.5,2.25,0,27.875
photo,26,2,0,26,13,0.25,0,3.25
photo,120,0,0,119,60,0,0,14.875
link,59,6,5,59,29.5,0.75,0.625,7.375
photo,90,13,1,90,45,1.625,0.125,11.25
video,22,2,1,22,11,0.25,0.125,2.75
photo,73,5,0,72,36.5,0.625,0,9
photo,183,15,0,182,91.5,1.875,0,22.75
photo,67,14,0,66,33.5,1.75,0,8.25
video,45,1,0,45,22.5,0.125,0,5.625
photo,110,3,0,110,55,0.375,0,13.75
status,120,4,0,117,60,0.5,0,14.625
status,87,1,4,83,43.5,0.125,0.5,10.375
photo,139,4,0,138,69.5,0.5,0,17.25
status,104,0,3,102,52,0,0.375,12.75
photo,60,1,0,59,30,0.125,0,7.375
photo,214,6,0,211,107,0.75,0,26.375
photo,160,1,0,158,80,0.125,0,19.75
photo,322,8,0,320,161,1,0,40
photo,348,3,2,345,174,0.375,0.25,43.125
photo,292,10,1,285,146,1.25,0.125,35.625
link,51,0,0,51,25.5,0,0,6.375
photo,251,20,4,248,125.5,2.5,0.5,31
status,67,5,0,66,33.5,0.625,0,8.25
status,43,8,0,42,21.5,1,0,5.25
status,58,10,0,58,29,1.25,0,7.25
video,37,1,0,37,18.5,0.125,0,4.625
video,40,2,4,39,20,0.25,0.5,4.875
status,56,9,1,56,28,1.125,0.125,7
link,59,3,0,58,29.5,0.375,0,7.25
photo,147,2,17,144,73.5,0.25,2.125,18
photo,231,5,1,220,115.5,0.625,0.125,27.5
video,71,6,2,71,35.5,0.75,0.25,8.875
video,48,1,0,45,24,0.125,0,5.625
photo,261,4,0,248,130.5,0.5,0,31
photo,225,0,20,222,112.5,0,2.5,27.75
photo,148,16,0,140,74,2,0,17.5
video,68,3,3,63,34,0.375,0.375,7.875
photo,543,22,0,501,271.5,2.75,0,62.625
video,74,9,6,74,37,1.125,0.75,9.25
photo,249,10,1,249,124.5,1.25,0.125,31.125
photo,629,7,0,625,314.5,0.875,0,78.125
video,57,9,3,57,28.5,1.125,0.375,7.125
photo,279,18,2,279,139.5,2.25,0.25,34.875
status,68,13,1,68,34,1.625,0.125,8.5
status,106,19,0,106,53,2.375,0,13.25
status,73,19,2,73,36.5,2.375,0.25,9.125
status,68,14,0,68,34,1.75,0,8.5
photo,12,5,0,12,6,0.625,0,1.5
photo,10,4,0,10,5,0.5,0,1.25
video,35,0,0,35,17.5,0,0,4.375
link,40,1,0,40,20,0.125,0,5
video,44,9,4,44,22,1.125,0.5,5.5
link,6,0,0,6,3,0,0,0.75
photo,80,4,0,80,40,0.5,0,10
photo,83,8,0,83,41.5,1,0,10.375
photo,66,2,1,66,33,0.25,0.125,8.25
photo,421,3,0,421,210.5,0.375,0,52.625
photo,246,5,1,246,123,0.625,0.125,30.75
photo,151,0,0,151,75.5,0,0,18.875
photo,304,6,0,304,152,0.75,0,38
photo,263,19,2,263,131.5,2.375,0.25,32.875
photo,216,16,2,216,108,2,0.25,27
status,42,9,0,42,21,1.125,0,5.25
photo,289,11,0,289,144.5,1.375,0,36.125
photo,330,8,0,330,165,1,0,41.25
photo,320,2,0,320,160,0.25,0,40
photo,355,9,0,355,177.5,1.125,0,44.375
photo,242,4,0,242,121,0.5,0,30.25
photo,471,13,0,471,235.5,1.625,0,58.875
photo,320,7,0,320,160,0.875,0,40
photo,486,2,0,486,243,0.25,0,60.75
photo,353,6,0,353,176.5,0.75,0,44.125
photo,469,10,0,469,234.5,1.25,0,58.625
photo,271,37,1,271,135.5,4.625,0.125,33.875
photo,228,3,0,228,114,0.375,0,28.5
photo,495,11,0,495,247.5,1.375,0,61.875
photo,381,5,0,381,190.5,0.625,0,47.625
photo,480,10,0,480,240,1.25,0,60
photo,140,6,0,140,70,0.75,0,17.5
photo,443,11,0,443,221.5,1.375,0,55.375
photo,182,1,16,182,91,0.125,2,22.75
photo,121,0,1,121,60.5,0,0.125,15.125
photo,49,9,0,49,24.5,1.125,0,6.125
status,227,0,0,227,113.5,0,0,28.375
photo,230,6,0,230,115,0.75,0,28.75
photo,192,26,2,192,96,3.25,0.25,24
photo,417,11,0,417,208.5,1.375,0,52.125
photo,552,8,0,552,276,1,0,69
status,111,12,0,111,55.5,1.5,0,13.875
photo,130,19,1,130,65,2.375,0.125,16.25
photo,100,11,0,100,50,1.375,0,12.5
video,50,11,0,50,25,1.375,0,6.25
photo,385,16,191,385,192.5,2,23.875,48.125
photo,108,16,2,108,54,2,0.25,13.5
photo,368,12,0,368,184,1.5,0,46
photo,307,18,0,307,153.5,2.25,0,38.375
photo,176,4,1,176,88,0.5,0.125,22
photo,246,13,1,246,123,1.625,0.125,30.75
photo,152,30,0,152,76,3.75,0,19
photo,286,5,0,286,143,0.625,0,35.75
status,108,8,0,108,54,1,0,13.5
photo,25,8,0,25,12.5,1,0,3.125
photo,21,2,0,21,10.5,0.25,0,2.625
photo,318,7,1,318,159,0.875,0.125,39.75
photo,370,16,1,370,185,2,0.125,46.25
photo,58,3,0,58,29,0.375,0,7.25
photo,45,0,0,45,22.5,0,0,5.625
photo,69,0,0,69,34.5,0,0,8.625
photo,135,2,0,135,67.5,0.25,0,16.875
photo,212,11,3,212,106,1.375,0.375,26.5
photo,184,3,1,184,92,0.375,0.125,23
photo,103,0,0,103,51.5,0,0,12.875
photo,302,9,0,302,151,1.125,0,37.75
photo,246,9,2,246,123,1.125,0.25,30.75
photo,117,0,0,117,58.5,0,0,14.625
photo,52,12,0,52,26,1.5,0,6.5
photo,317,8,0,317,158.5,1,0,39.625
photo,189,13,1,189,94.5,1.625,0.125,23.625
photo,192,19,0,192,96,2.375,0,24
photo,96,8,0,96,48,1,0,12
photo,112,11,0,112,56,1.375,0,14
photo,124,12,0,124,62,1.5,0,15.5
photo,155,5,0,155,77.5,0.625,0,19.375
photo,167,16,0,167,83.5,2,0,20.875
photo,157,13,0,157,78.5,1.625,0,19.625
status,101,7,0,101,50.5,0.875,0,12.625
photo,230,20,0,230,115,2.5,0,28.75
photo,136,5,1,136,68,0.625,0.125,17
photo,131,0,0,131,65.5,0,0,16.375
status,128,18,0,128,64,2.25,0,16
photo,129,13,0,129,64.5,1.625,0,16.125
status,376,18,16,376,188,2.25,2,47
status,68,9,1,68,34,1.125,0.125,8.5
status,142,2,2,142,71,0.25,0.25,17.75
status,106,12,2,106,53,1.5,0.25,13.25
photo,88,3,0,88,44,0.375,0,11
status,49,9,0,49,24.5,1.125,0,6.125
status,1052,12,7,1052,526,1.5,0.875,131.5
photo,948,7,0,948,474,0.875,0,118.5
photo,1552,23,0,1552,776,2.875,0,194
photo,1580,14,1,1580,790,1.75,0.125,197.5
status,1241,6,0,1241,620.5,0.75,0,155.125
status,1054,9,0,1054,527,1.125,0,131.75
status,954,10,0,954,477,1.25,0,119.25
status,1014,14,2,1014,507,1.75,0.25,126.75
status,1768,0,1,1768,884,0,0.125,221
status,951,13,1,951,475.5,1.625,0.125,118.875
status,1223,34,0,1223,611.5,4.25,0,152.875
status,987,13,1,987,493.5,1.625,0.125,123.375
status,2799,67,2,2799,1399.5,8.375,0.25,349.875
photo,102,1,0,102,51,0.125,0,12.75
photo,160,3,0,160,80,0.375,0,20
photo,1575,15,3,1575,787.5,1.875,0.375,196.875
status,945,9,2,945,472.5,1.125,0.25,118.125
photo,1194,14,0,1194,597,1.75,0,149.25
status,1339,9,1,1339,669.5,1.125,0.125,167.375
status,963,6,0,963,481.5,0.75,0,120.375
photo,1145,25,0,1145,572.5,3.125,0,143.125
status,950,8,3,950,475,1,0.375,118.75
photo,2024,23,1,2024,1012,2.875,0.125,253
status,950,13,0,950,475,1.625,0,118.75
photo,951,10,0,951,475.5,1.25,0,118.875
status,974,10,0,974,487,1.25,0,121.75
photo,1139,57,0,1139,569.5,7.125,0,142.375
status,1061,5,0,1061,530.5,0.625,0,132.625
status,1018,10,0,1018,509,1.25,0,127.25
status,991,10,1,991,495.5,1.25,0.125,123.875
photo,952,4,0,952,476,0.5,0,119
photo,1999,22,0,1999,999.5,2.75,0,249.875
status,1251,17,1,1251,625.5,2.125,0.125,156.375
status,968,9,0,968,484,1.125,0,121
status,1338,6,1,1338,669,0.75,0.125,167.25
photo,948,5,0,948,474,0.625,0,118.5
photo,1,0,0,1,0.5,0,0,0.125
photo,1914,0,2,1914,957,0,0.25,239.25
status,1377,5,0,1377,688.5,0.625,0,172.125
status,1244,13,1,1244,622,1.625,0.125,155.5
status,948,3,0,948,474,0.375,0,118.5
status,1229,5,0,1229,614.5,0.625,0,153.625
status,1363,12,0,1363,681.5,1.5,0,170.375
status,956,6,0,956,478,0.75,0,119.5
photo,1080,28,0,1080,540,3.5,0,135
status,994,9,0,994,497,1.125,0,124.25
status,1419,7,0,1419,709.5,0.875,0,177.375
photo,954,6,1,954,477,0.75,0.125,119.25
status,550,1,0,550,275,0.125,0,68.75
status,549,6,0,549,274.5,0.75,0,68.625
photo,1143,154,64,1143,571.5,19.25,8,142.875
status,1356,10,1,1356,678,1.25,0.125,169.5
photo,1774,2,0,1774,887,0.25,0,221.75
status,1230,49,0,1230,615,6.125,0,153.75
photo,1451,14,4,1451,725.5,1.75,0.5,181.375
photo,1784,3,0,1784,892,0.375,0,223
status,1983,8,1,1983,991.5,1,0.125,247.875
photo,2632,11,0,2632,1316,1.375,0,329
photo,2166,8,0,2166,1083,1,0,270.75
status,1218,12,1,1218,609,1.5,0.125,152.25
photo,1724,129,105,1724,862,16.125,13.125,215.5
photo,2773,8,1,2773,1386.5,1,0.125,346.625
status,1259,211,78,1259,629.5,26.375,9.75,157.375
status,1270,9,0,1270,635,1.125,0,158.75
photo,1921,8,0,1921,960.5,1,0,240.125
status,1164,222,72,1164,582,27.75,9,145.5
photo,1029,11,1,1029,514.5,1.375,0.125,128.625
video,1197,12,5,1197,598.5,1.5,0.625,149.625
video,951,6,1,951,475.5,0.75,0.125,118.875
video,121,14,11,121,60.5,1.75,1.375,15.125
status,169,10,0,169,84.5,1.25,0,21.125
video,2186,14,11,2186,1093,1.75,1.375,273.25
video,1910,7,0,1910,955,0.875,0,238.75
photo,1069,20,3,1069,534.5,2.5,0.375,133.625
status,2177,18,0,2177,1088.5,2.25,0,272.125
photo,1825,13,0,1825,912.5,1.625,0,228.125
photo,1880,1,0,1880,940,0.125,0,235
photo,1265,10,0,1265,632.5,1.25,0,158.125
status,2297,260,72,2297,1148.5,32.5,9,287.125
photo,1700,290,87,1700,850,36.25,10.875,212.5
photo,976,2,0,976,488,0.25,0,122
photo,1077,21,3,1077,538.5,2.625,0.375,134.625
status,1346,330,72,1346,673,41.25,9,168.25
photo,1188,14,1,1188,594,1.75,0.125,148.5
status,1081,15,2,1081,540.5,1.875,0.25,135.125
photo,1898,28,3,1898,949,3.5,0.375,237.25
video,1916,15,19,1916,958,1.875,2.375,239.5
video,1092,17,23,1092,546,2.125,2.875,136.5
photo,1566,31,2,1566,783,3.875,0.25,195.75
status,992,7,0,992,496,0.875,0,124
status,1172,199,62,1172,586,24.875,7.75,146.5
video,1646,12,14,1646,823,1.5,1.75,205.75
photo,1966,23,2,1966,983,2.875,0.25,245.75
video,2020,12,26,2020,1010,1.5,3.25,252.5
photo,2055,29,2,2055,1027.5,3.625,0.25,256.875
photo,1830,15,0,1830,915,1.875,0,228.75
status,2244,11,0,2244,1122,1.375,0,280.5
photo,1128,10,8,1128,564,1.25,1,141
photo,1842,286,106,1842,921,35.75,13.25,230.25
photo,2606,13,1,2606,1303,1.625,0.125,325.75
photo,2153,44,10,2153,1076.5,5.5,1.25,269.125
photo,2042,225,76,2042,1021,28.125,9.5,255.25
photo,1125,363,122,1125,562.5,45.375,15.25,140.625
photo,2098,32,1,2098,1049,4,0.125,262.25
photo,1956,17,1,1956,978,2.125,0.125,244.5
photo,2444,24,1,2444,1222,3,0.125,305.5
photo,1803,10,0,1803,901.5,1.25,0,225.375
status,1042,8,0,1042,521,1,0,130.25
photo,1231,27,1,1231,615.5,3.375,0.125,153.875
photo,2045,25,5,2045,1022.5,3.125,0.625,255.625
video,1915,74,103,1915,957.5,9.25,12.875,239.375
photo,1995,21,8,1995,997.5,2.625,1,249.375
photo,2183,56,14,2183,1091.5,7,1.75,272.875
photo,1140,297,92,1140,570,37.125,11.5,142.5
photo,1805,15,0,1805,902.5,1.875,0,225.625
photo,1962,354,119,1962,981,44.25,14.875,245.25
link,1933,8,0,1933,966.5,1,0,241.625
photo,2636,16,0,2636,1318,2,0,329.5
photo,2264,284,78,2264,1132,35.5,9.75,283
photo,2606,2,0,2606,1303,0.25,0,325.75
photo,1618,13,0,1618,809,1.625,0,202.25
photo,2947,14,0,2947,1473.5,1.75,0,368.375
photo,2062,206,64,2062,1031,25.75,8,257.75
status,1987,13,0,1987,993.5,1.625,0,248.375
photo,2265,8,0,2265,1132.5,1,0,283.125
video,1249,0,0,1249,624.5,0,0,156.125
photo,2791,10,0,2791,1395.5,1.25,0,348.875
link,2214,1,0,2214,1107,0.125,0,276.75
photo,2620,4,41,2620,1310,0.5,5.125,327.5
video,2025,7,4,2025,1012.5,0.875,0.5,253.125
status,1968,6,1,1968,984,0.75,0.125,246
photo,2204,8,0,2204,1102,1,0,275.5
photo,2211,361,93,2211,1105.5,45.125,11.625,276.375
photo,2399,11,0,2399,1199.5,1.375,0,299.875
photo,2260,390,122,2260,1130,48.75,15.25,282.5
status,1977,10,0,1977,988.5,1.25,0,247.125
photo,2348,12,0,2348,1174,1.5,0,293.5
photo,2489,32,0,2489,1244.5,4,0,311.125
photo,2293,7,0,2293,1146.5,0.875,0,286.625
photo,2221,10,0,2221,1110.5,1.25,0,277.625
photo,2314,509,35,2314,1157,63.625,4.375,289.25
photo,1279,11,0,1279,639.5,1.375,0,159.875
photo,2404,11,0,2404,1202,1.375,0,300.5
status,2010,32,0,2010,1005,4,0,251.25
photo,1191,22,2,1191,595.5,2.75,0.25,148.875
photo,1392,10,0,1392,696,1.25,0,174
video,2204,10,9,2204,1102,1.25,1.125,275.5
status,1929,17,1,1929,964.5,2.125,0.125,241.125
